10,1.61731949499881e-05
20,3.041843680002785e-05
30,5.3870602600363784e-05
40,7.172591459966497e-05
50,0.00013637358200139715
60,0.00013198645300144563
70,0.00015608386999883806
80,0.00017260072750104882
90,0.00020382607899955475
100,0.0002240672480002104
110,0.00024041456000122708
120,0.0002813112709991401
130,0.00044322146800550397
140,0.000341979671997251
150,0.0003673589709978842
160,0.0003868189079985314
170,0.00040962117799790574
180,0.0004482914999971399
190,0.00045869898200180616
200,0.0005172697079979116
210,0.0005117825920024188
220,0.0005374809919958352
230,0.0005722284139992553
240,0.0006251005040030577
250,0.0006334084740010439
260,0.0006504228319972753
270,0.0007043009500048356
280,0.0007324497919980786
290,0.0007601049239965505
300,0.0008406558919959934
310,0.0008376820480043534
320,0.001150294240014773
330,0.0009136243519969867
340,0.0009390262559973053
350,0.0009874256100010825
360,0.000981367340005818
370,0.001059952944997349
380,0.0010782645099970977
390,0.0010823553850059398
400,0.0011562050549946434
410,0.0012527500149917615
420,0.001222737230000348
430,0.0012881557000036991
440,0.0012667490449894104
450,0.00128608531998907
460,0.0013189063900063047
470,0.001473234045006393
480,0.0014130569000008108
490,0.001542247604993463
